5
0	18.15705035	2	8	100
1	18.15705035	2	8	100
2	18.15705035	2	8	100
3	18.15705035	2	8	100
4	18.15705035	2	8	100
5	18.15705035	2	8	100
6	18.15705035	2	8	100
7	18.15705035	2	8	100
8	18.15705035	2	8	100
9	18.15705035	2	8	100
10	18.15705035	2	8	100
11	18.15705035	2	8	100
12	18.15705035	2	8	100
13	18.15705035	2	8	100
14	18.15705035	2	8	100
15	18.15705035	2	8	100
16	18.15705035	2	8	100
17	18.15705035	2	8	100
18	18.15705035	2	8	100
19	18.15705035	2	8	100
20	18.15705035	2	8	100
21	18.15705035	2	8	100
22	18.15705035	2	8	100
23	18.15705035	2	8	100
24	18.15705035	2	8	100
25	18.15705035	2	8	100
26	18.15705035	2	8	100
27	18.15705035	2	8	100
28	18.15705035	2	8	100
29	18.15705035	2	8	100
30	18.15705035	2	8	100
31	18.15705035	2	8	100
32	18.15705035	2	8	100
33	18.15705035	2	8	100
34	18.15705035	2	8	100
35	18.15705035	2	8	100
36	18.15705035	2	8	100
37	18.15705035	2	8	100
38	18.15705035	2	8	100
39	18.15705035	2	8	100
40	18.15705035	2	8	100
41	18.15705035	2	8	100
42	18.15705035	2	8	100
43	18.15705035	2	8	100
44	18.15705035	2	8	100
45	18.15705035	2	8	100
46	18.15705035	2	8	100
47	18.15705035	2	8	100
48	18.15705035	2	8	100
49	18.15705035	2	8	100
50	18.15705035	2	8	100
51	18.15705035	2	8	100
52	18.15705035	2	8	100
53	18.15705035	2	8	100
54	18.15705035	2	8	100
55	18.15705035	2	8	100
56	18.15705035	2	8	100
57	18.15705035	2	8	100
58	18.15705035	2	8	100
59	18.15705035	2	8	100
60	18.15705035	2	8	100
61	18.15705035	2	8	100
62	18.15705035	2	8	100
63	18.15705035	2	8	100
64	18.15705035	2	8	100
65	18.15705035	2	8	100
66	18.15705035	2	8	100
67	18.15705035	2	8	100
68	18.15705035	2	8	100
69	18.15705035	2	8	100
70	18.15705035	2	8	100
71	18.15705035	2	8	100
72	18.15705035	2	8	100
73	18.15705035	2	8	100
74	18.15705035	2	8	100
75	18.15705035	2	8	100
76	18.15705035	2	8	100
77	18.15705035	2	8	100
78	18.15705035	2	8	100
79	18.15705035	2	8	100
80	18.15705035	2	8	100
81	18.15705035	2	8	100
82	18.15705035	2	8	100
83	18.15705035	2	8	100
84	18.15705035	2	8	100
85	18.15705035	2	8	100
86	18.15705035	2	8	100
87	18.15705035	2	8	100
88	18.15705035	2	8	100
89	18.15705035	2	8	100
90	18.15705035	2	8	100
91	18.15705035	2	8	100
92	18.15705035	2	8	100
93	18.15705035	2	8	100
94	18.15705035	2	8	100
95	18.15705035	2	8	100
96	18.15705035	2	8	100
97	18.15705035	2	8	100
98	18.15705035	2	8	100
99	18.15705035	2	8	100
100	18.15705035	2	8	100
101	18.15705035	2	8	100
102	18.15705035	2	8	100
103	18.15705035	2	8	100
104	18.15705035	2	8	100
105	18.15705035	2	8	100
106	18.15705035	2	8	100
107	18.15705035	2	8	100
108	18.15705035	2	8	100
109	18.15705035	2	8	100
110	18.15705035	2	8	100
111	18.15705035	2	8	100
112	18.15705035	2	8	100
113	18.15705035	2	8	100
114	18.15705035	2	8	100
115	18.15705035	2	8	100
116	18.15705035	2	8	100
117	18.15705035	2	8	100
118	18.15705035	2	8	100
119	18.15705035	2	8	100
120	18.15705035	2	8	100
121	18.15705035	2	8	100
122	18.15705035	2	8	100
123	18.15705035	2	8	100
124	18.15705035	2	8	100
125	18.15705035	2	8	100
126	18.15705035	2	8	100
127	18.15705035	2	8	100
128	18.15705035	2	8	100
129	18.15705035	2	8	100
130	18.15705035	2	8	100
131	18.15705035	2	8	100
132	18.15705035	2	8	100
133	18.15705035	2	8	100
134	18.15705035	2	8	100
135	18.15705035	2	8	100
136	18.15705035	2	8	100
137	18.15705035	2	8	100
138	18.15705035	2	8	100
139	18.15705035	2	8	100
140	18.15705035	2	8	100
141	18.15705035	2	8	100
142	18.15705035	2	8	100
143	18.15705035	2	8	100
144	18.15705035	2	8	100
145	18.15705035	2	8	100
146	18.15705035	2	8	100
147	18.15705035	2	8	100
148	18.15705035	2	8	100
149	18.15705035	2	8	100
150	18.15705035	2	8	100
151	18.15705035	2	8	100
152	18.15705035	2	8	100
153	18.15705035	2	8	100
154	18.15705035	2	8	100
155	18.15705035	2	8	100
156	18.15705035	2	8	100
157	18.15705035	2	8	100
158	18.15705035	2	8	100
159	18.15705035	2	8	100
160	18.15705035	2	8	100
161	18.15705035	2	8	100
162	18.15705035	2	8	100
163	18.15705035	2	8	100
164	18.15705035	2	8	100
165	18.15705035	2	8	100
166	18.15705035	2	8	100
167	18.15705035	2	8	100
168	18.15705035	2	8	100
169	18.15705035	2	8	100
170	18.15705035	2	8	100
171	18.15705035	2	8	100
172	18.15705035	2	8	100
173	18.15705035	2	8	100
174	18.15705035	2	8	100
175	18.15705035	2	8	100
176	18.15705035	2	8	100
177	18.15705035	2	8	100
178	18.15705035	2	8	100
179	18.15705035	2	8	100
180	18.15705035	2	8	100
