1	0	Infinity	1.0
2	1	0.7447917039826883	7.682841048878289E-4
3	0	Infinity	1.0
4	1	Infinity	1.0
5	0	Infinity	2.25
6	1	0.6447516072413442	7.682841048878289E-4
7	0	2.419231997446548E31	1.25
8	1	0.6448718974653768	7.682841048878289E-4
9	0	Infinity	1.0
10	0	-1.0929355687303973E118	0.75
11	0	Infinity	1.0
12	0	1.4898383086782077	7.682841048878289E-4
13	0	2.0346787015611	7.682841048878289E-4
14	1	0.7448718974653767	7.682841048878289E-4
15	0	-1.8337544013192713E118	0.75
16	1	1.8342949184653767	7.682841048878289E-4
17	0	1.821154076717772E31	1.5
18	0	2.5795190944439916	7.682841048878289E-4
19	1	Infinity	1.0
20	0	1.9718702761702768E31	2.0
21	0	Infinity	1.0
22	1	0.5447917039826884	7.682841048878289E-4
23	0	2.0346787015611	7.682841048878289E-4
24	1	Infinity	1.0
25	0	Infinity	1.0
26	0	1.9346471969786152	7.682841048878289E-4
27	0	Infinity	1.0
28	0	Infinity	1.0
29	0	Infinity	1.0
30	1	1.1876218367287393E31	1.0
31	1	Infinity	1.0
32	1	0.6447917039826884	7.682841048878289E-4
33	1	Infinity	1.0
34	1	Infinity	1.0
35	1	-1.4802965832315085E118	1.0
36	0	0.9448074562739308	7.682841048878289E-4
37	0	3.25168	6.25
38	1	Infinity	1.0
39	0	0.844966411212831	7.682841048878289E-4
40	0	Infinity	1.0
41	1	0.5448718974653768	7.682841048878289E-4
42	1	0.6449034020478615	7.682841048878289E-4
43	0	1.821154076717772E31	1.0
44	0	Infinity	1.0
45	1	Infinity	1.0
46	1	Infinity	1.0
47	0	1.3897437949307536	7.682841048878289E-4
48	0	1.6670142457963605E31	1.0
49	0	0.9448074562739308	7.682841048878289E-4
50	1	1.0253998505555656E31	1.0
51	0	1.4898383086782077	7.682841048878289E-4
52	0	Infinity	1.0
53	0	-502.9739892852655	2.25
54	1	0.7449349066303463	7.682841048878289E-4
55	0	Infinity	1.0
56	0	0.8449034020478615	7.682841048878289E-4
57	1	Infinity	1.0
58	0	Infinity	0.75
59	0	1.4898383086782077	7.682841048878289E-4
60	1	-4.441878993978122E13	1.0
61	1	0.8447917039826884	7.682841048878289E-4
62	1	Infinity	1.0
63	0	Infinity	0.75
64	1	0.5448718974653768	7.682841048878289E-4
65	0	0.944966411212831	7.682841048878289E-4
66	0	1.6897752995132385	7.682841048878289E-4
67	0	0.8449349066303463	7.682841048878289E-4
68	0	-763.6426167512573	3.75
69	0	0.9449349066303463	7.682841048878289E-4
70	1	Infinity	1.0
71	1	Infinity	1.0
72	1	1.2897752995132383	7.682841048878289E-4
73	0	Infinity	1.0
74	0	Infinity	1.0
75	0	2.0346787015611	7.682841048878289E-4
76	0	2.03440661653055	7.682841048878289E-4
77	1	0.6448718974653768	7.682841048878289E-4
78	0	-1.8337544013192713E118	0.75
79	1	Infinity	1.0
80	0	-1.4802965832315085E118	1.0
81	1	0.6449034020478615	7.682841048878289E-4
82	1	Infinity	1.0
83	0	-502.9739892852655	2.25
84	0	Infinity	1.0
85	1	Infinity	1.0
86	0	Infinity	1.0
87	0	0.844966411212831	7.682841048878289E-4
88	0	Infinity	3.0
89	1	1.1897437949307537	7.682841048878289E-4
90	0	898.7956357918376	3.0
91	1	Infinity	1.0
92	0	1.4898383086782077	7.682841048878289E-4
93	1	Infinity	1.0
94	0	0.8449034020478615	7.682841048878289E-4
95	0	Infinity	1.0
96	0	1.4895991602566192	7.682841048878289E-4
97	1	Infinity	1.0
98	0	2.419231997446548E31	1.5
99	0	0.944966411212831	7.682841048878289E-4
100	2	Infinity	0.25
101	0	0.944966411212831	7.682841048878289E-4
102	0	Infinity	1.0
103	0	1.6670142457963605E31	0.75
104	0	Infinity	1.0
105	1	Infinity	1.0
106	0	1.4895614502260695	7.682841048878289E-4
107	1	1.1895032144826885	7.682841048878289E-4
108	1	Infinity	1.0
109	1	Infinity	1.0
110	0	1.1876218367287393E31	1.0
111	1	Infinity	1.0
112	0	0.9447831118238289	7.682841048878289E-4
113	0	-1.0966523017562456E14	2.0
114	1	1.289599160256619	7.682841048878289E-4
115	1	0.5447917039826884	7.682841048878289E-4
116	1	Infinity	1.0
117	1	0.5448718974653768	7.682841048878289E-4
118	0	-1.0929355687303973E118	1.0
119	0	1.489806804095723	7.682841048878289E-4
120	0	Infinity	3.5
121	1	Infinity	1.0
122	0	1.4897437949307535	7.682841048878289E-4
123	0	3.6948800000000004	7.25
