124	1	0.7449349066303463	7.682841048878289E-4
125	0	Infinity	1.0
126	1	0.6449034020478615	7.682841048878289E-4
127	0	1.389806804095723	7.682841048878289E-4
128	0	Infinity	6.25
129	0	1.489806804095723	7.682841048878289E-4
130	2	Infinity	0.5
131	1	0.7447859758767821	7.682841048878289E-4
132	1	0.6448718974653768	7.682841048878289E-4
133	0	1.348036546318222E31	1.0
134	0	1.4896306648391038	7.682841048878289E-4
135	1	0.7448232085651731	7.682841048878289E-4
136	0	Infinity	1.0
137	0	1.6897752995132385	7.682841048878289E-4
138	0	898.6970757918207	2.75
139	0	2.0346471969786153	7.682841048878289E-4
140	0	-1.6653247286396065E118	1.75
141	0	2.579182568221996	7.682841048878289E-4
142	1	Infinity	1.0
143	0	46471.16363474628	3.75
144	0	6.258459650191447	7.682841048878289E-4
145	0	2.5795190944439916	7.682841048878289E-4
146	0	Infinity	1.0
147	0	Infinity	1.0
148	0	-820.0958112430577	2.0
149	0	Infinity	1.0
150	0	-1.8337544013192713E118	1.25
151	0	0.9449349066303463	7.682841048878289E-4
152	1	Infinity	1.0
153	1	-1.4802965832315085E118	0.75
154	1	0.7449034020478615	7.682841048878289E-4
155	1	Infinity	1.0
156	1	0.7448074562739309	7.682841048878289E-4
157	1	0.6449034020478615	7.682841048878289E-4
158	1	Infinity	1.0
159	0	Infinity	1.0
160	1	1.348036546318222E31	1.0
161	1	0.8448718974653768	7.682841048878289E-4
162	0	0.944966411212831	7.682841048878289E-4
163	0	-2.0049520039626946E118	0.75
164	0	1.4898383086782077	7.682841048878289E-4
165	0	1.4896306648391038	7.682841048878289E-4
166	0	2.0346787015611	7.682841048878289E-4
167	0	0.9448069789317719	7.682841048878289E-4
168	0	-2.0049520039626946E118	1.0
169	1	0.5447649728217923	7.682841048878289E-4
170	0	-5.4964816828527195E13	1.5
171	0	2.8343020785977595	7.682841048878289E-4
172	0	1.0448074562739307	7.682841048878289E-4
173	0	-1.4802965832315085E118	0.75
174	1	Infinity	1.0
175	0	Infinity	1.0
176	1	0.6449034020478615	7.682841048878289E-4
177	1	Infinity	1.0
178	0	-6.533402754550426E13	2.0
179	1	0.7448718974653767	7.682841048878289E-4
180	0	Infinity	3.75
181	1	Infinity	1.0
182	0	Infinity	1.0
183	0	1.348036546318222E31	1.0
184	0	1.489806804095723	7.682841048878289E-4
185	0	0.8449034020478615	7.682841048878289E-4
186	1	0.8448718974653768	7.682841048878289E-4
187	0	Infinity	1.0
188	0	-4.441878993978122E13	1.0
189	1	Infinity	1.0
190	0	-1.2895405291957227E118	1.0
191	0	1.4896306648391038	7.682841048878289E-4
192	1	0.8448718974653768	7.682841048878289E-4
193	0	-874.1355485292238	4.25
194	0	1.489806804095723	7.682841048878289E-4
195	0	1.3897752995132384	7.682841048878289E-4
196	0	1.3895834079653768	7.682841048878289E-4
197	0	Infinity	1.0
198	1	Infinity	0.75
199	0	0.9449349066303463	7.682841048878289E-4
200	1	Infinity	1.0
201	1	1.2897437949307535	7.682841048878289E-4
202	0	Infinity	1.0
203	0	1.511112677854812E31	1.0
204	1	Infinity	1.0
205	0	1.4898383086782077	7.682841048878289E-4
206	1	Infinity	1.0
207	1	0.8448718974653768	7.682841048878289E-4
208	2	1.0253998505555656E31	0.5
209	0	Infinity	1.0
210	1	1.1876218367287393E31	1.0
211	0	0.944796477404277	7.682841048878289E-4
212	1	Infinity	1.0
213	0	-2.6140644143210555E118	1.0
214	0	Infinity	1.0
215	1	0.6449034020478615	7.682841048878289E-4
216	0	Infinity	1.0
217	0	1.3896149125478616	7.682841048878289E-4
218	0	-1.4802965832315085E118	1.0
219	1	0.7449034020478615	7.682841048878289E-4
220	2	-8.903585701178593E117	0.75
221	1	Infinity	1.0
222	1	0.5447435878930753	7.682841048878289E-4
223	0	1861.5588122671284	6.25
224	1	1.2897752995132383	7.682841048878289E-4
225	1	Infinity	1.0
226	0	Infinity	1.0
227	0	1.489806804095723	7.682841048878289E-4
228	0	Infinity	2.25
229	0	2.0346787015611	7.682841048878289E-4
230	1	Infinity	2.0
231	1	Infinity	1.0
232	1	0.6449034020478615	7.682841048878289E-4
233	2	-8.903585701178593E117	0.0
234	0	Infinity	1.0
235	1	0.5448718974653768	7.682841048878289E-4
236	1	Infinity	1.0
237	1	1.2897752995132383	7.682841048878289E-4
238	0	44803.325241819715	3.5
239	1	0.6448718974653768	7.682841048878289E-4
240	0	Infinity	2.75
241	0	Infinity	1.0
242	0	2.0346787015611	7.682841048878289E-4
243	0	1.821154076717772E31	1.0
244	0	0.9448069789317719	7.682841048878289E-4
245	0	1.4895991602566192	7.682841048878289E-4
246	1	0.5447649728217923	7.682841048878289E-4
247	1	0.7449349066303463	7.682841048878289E-4
248	0	1.1876218367287393E31	1.25
249	0	1.4895614502260695	7.682841048878289E-4
250	0	Infinity	2.5
251	0	Infinity	1.0
252	0	0.944966411212831	7.682841048878289E-4
253	0	1.6670142457963605E31	1.0
254	1	Infinity	1.0
255	1	Infinity	1.0
256	1	Infinity	1.0
257	0	1.4895991602566192	7.682841048878289E-4
258	0	-8.560155917933417E13	2.25
259	0	Infinity	1.0
260	0	1.6670142457963605E31	1.0
261	0	1.0449034020478614	7.682841048878289E-4
262	0	0.944966411212831	7.682841048878289E-4
263	0	Infinity	1.0
264	0	Infinity	1.0
265	0	Infinity	1.0
266	1	0.6448718974653768	7.682841048878289E-4
267	0	2.5795190944439916	7.682841048878289E-4
268	0	Infinity	1.25
269	0	0.944966411212831	7.682841048878289E-4
270	0	-6.0340343911453266E13	1.0
271	1	Infinity	1.0
272	1	0.6449034020478615	7.682841048878289E-4
273	0	Infinity	3.0
274	1	0.6448074562739308	7.682841048878289E-4
275	0	1.4897752995132385	7.682841048878289E-4
276	0	Infinity	1.0
277	1	Infinity	1.0
278	1	Infinity	1.0
279	0	Infinity	1.0
280	1	-6.0171432591874375E13	2.75
281	0	Infinity	1.0
282	0	Infinity	1.0
283	0	Infinity	2.75
284	0	1.4897752995132385	7.682841048878289E-4
285	1	0.6447917039826884	7.682841048878289E-4
286	1	0.7447754743492871	7.682841048878289E-4
287	0	7.4042566367606915	7.682841048878289E-4
288	0	-8.560155917933417E13	2.25
289	0	0.8448389608564155	7.682841048878289E-4
290	0	-534.9662329040892	1.0
291	0	1.4898383086782077	7.682841048878289E-4
292	0	0.9448389608564155	7.682841048878289E-4
293	0	Infinity	2.5
294	1	0.7448232085651731	7.682841048878289E-4
295	1	1.289599160256619	7.682841048878289E-4
296	1	0.7448718974653767	7.682841048878289E-4
297	0	0.9449034020478615	7.682841048878289E-4
298	0	3601.7366646957494	5.25
299	0	1.3897752995132384	7.682841048878289E-4
300	0	-735.516446357006	3.5
301	0	Infinity	1.0
302	1	Infinity	1.0
303	0	Infinity	0.75
304	0	1.0447754743492872	7.682841048878289E-4
305	0	2.5795190944439916	7.682841048878289E-4
306	0	1.4897752995132385	7.682841048878289E-4
307	1	Infinity	1.0
308	0	Infinity	1.0
309	1	Infinity	1.0
310	0	2.1248775843486496E31	1.0
311	0	Infinity	1.0
312	0	1.4897752995132385	7.682841048878289E-4
313	0	Infinity	5.5
314	0	2.0346471969786153	7.682841048878289E-4
315	0	Infinity	1.0
316	1	Infinity	1.0
317	1	0.5447649728217923	7.682841048878289E-4
318	0	Infinity	2.75
319	0	1.4895509486985743	7.682841048878289E-4
320	0	3.5092800000000004	6.75
321	1	0.6448718974653768	7.682841048878289E-4
322	1	Infinity	1.0
323	0	-8.071004151194381E13	1.75
324	0	2.0346787015611	7.682841048878289E-4
325	1	0.5447917039826884	7.682841048878289E-4
326	1	Infinity	1.0
327	1	Infinity	1.0
328	0	Infinity	1.0
329	0	1.4898383086782077	7.682841048878289E-4
330	0	3.25088	6.5
331	0	2.0346787015611	7.682841048878289E-4
332	0	0.9447859758767821	7.682841048878289E-4
333	1	Infinity	4.0
334	1	Infinity	1.0
335	1	Infinity	1.0
336	1	0.5448718974653768	7.682841048878289E-4
337	0	Infinity	1.0
338	1	Infinity	1.0
339	1	Infinity	1.0
340	0	1.9735443715504911E31	1.25
341	0	Infinity	1.0
342	0	2.2346156923961304	7.682841048878289E-4
343	0	Infinity	1.0
344	0	Infinity	1.0
345	1	Infinity	1.0
346	1	0.7448718974653767	7.682841048878289E-4
347	1	Infinity	1.0
348	0	-1.4802965832315085E118	1.0
349	1	1.2897752995132383	7.682841048878289E-4
350	0	1186.7257333934856	3.5
351	0	Infinity	1.0
352	0	1.389806804095723	7.682841048878289E-4
353	0	2.02208	3.5
354	1	1.2897752995132383	7.682841048878289E-4
355	0	0.9449034020478615	7.682841048878289E-4
356	1	0.7448232085651731	7.682841048878289E-4
357	1	0.6448718974653768	7.682841048878289E-4
358	0	5.16928	10.0
359	0	2.5795190944439916	7.682841048878289E-4
360	1	Infinity	1.0
361	1	0.6447917039826884	7.682841048878289E-4
362	0	2.0346471969786153	7.682841048878289E-4
363	1	-1.404436698699524	1.0
364	0	1.5897437949307536	7.682841048878289E-4
365	1	Infinity	1.0
366	0	Infinity	1.0
367	1	0.7449034020478615	7.682841048878289E-4
368	0	Infinity	1.0
369	0	1.9346156923961304	7.682841048878289E-4
370	0	Infinity	0.75
371	1	0.6448718974653768	7.682841048878289E-4
372	0	1.4897752995132385	7.682841048878289E-4
373	0	Infinity	2.0
374	0	Infinity	1.0
375	1	Infinity	1.0
376	1	0.5448718974653768	7.682841048878289E-4
377	0	0.9447754743492872	7.682841048878289E-4
378	0	2.1248775843486496E31	1.0
379	1	Infinity	1.0
380	0	2.272907325902887E31	1.0
381	1	0.5447917039826884	7.682841048878289E-4
382	1	Infinity	1.0
383	2	Infinity	0.0
384	1	1.2897437949307535	7.682841048878289E-4
385	0	0.8449349066303463	7.682841048878289E-4
386	0	0.9448389608564155	7.682841048878289E-4
387	0	2.034270574015275	7.682841048878289E-4
388	0	Infinity	6.25
389	1	0.7449034020478615	7.682841048878289E-4
390	0	Infinity	2.0
391	0	1.4895991602566192	7.682841048878289E-4
392	0	Infinity	1.0
393	0	-736.0497093167601	2.75
394	0	1.3897752995132384	7.682841048878289E-4
395	0	1.3896149125478616	7.682841048878289E-4
396	0	Infinity	1.0
397	0	Infinity	1.0
398	0	41492.517756884285	3.75
399	1	0.5448718974653768	7.682841048878289E-4
400	0	Infinity	5.75
401	1	Infinity	1.0
402	0	Infinity	1.0
403	0	2.1248775843486496E31	1.25
404	0	1.4896306648391038	7.682841048878289E-4
405	0	1.489526842919552	7.682841048878289E-4
406	0	1.4898383086782077	7.682841048878289E-4
本地 = 61.82%	云端 = 36.70%	自组织 = 1.48%
totalfsch = 447.0
